Timestamp,LastSenior,LastSenior01,CorrespondingCurrent,CorrespondingCurrent01,CorrespondingBest,CorrespondingBest01,CVStatement,CVStatement01,PrimaryResearch,PrimaryResearch01,BasicApplied,BasicApplied01,Interdisciplinary,Inter01,YearssincePhD,PhD01,WhereLive,WhereLive01,CurrentDept,Dept01
4/15/16 17:58,"Not sure, but probably yes",4,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Never,1,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 12:46,"It depends, but probably no",2,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Never,1,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:58,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,,.,Ecology (primarily field-based),1,Basic,1,Never,1,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 21:21,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Never,1,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 4:30,"It depends, but probably yes",5,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Never,1,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 12:56,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily computational-based),3,Applied,2,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 8:57,Yes,6,The corresponding author is the person with the most stable contact info and/or internet access,2,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Applied,2,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:58,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,Yes,4,Ecology (primarily field-based),1,Applied,2,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 10:03,"Not sure, but probably no",3,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily field-based),1,Applied,2,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:08,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Biology other than EEB,6,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:53,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily computational-based),3,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 8:32,Yes,6,The corresponding author is the person with the most stable contact info and/or internet access,2,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 8:35,"It depends, but probably yes",5,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 9:59,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 10:14,"It depends, but probably yes",5,The corresponding author is the person with the most stable contact info and/or internet access,2,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily field-based),1,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 15:29,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 19:59,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Evolutionary biology (primarily molecular),4,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/14/16 0:21,Yes,6,The corresponding author is usually the senior author,4,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Often,4,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 11:20,"Not sure, but probably yes",4,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Applied,2,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 9:43,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Applied,2,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/19/16 8:51,"Not sure, but probably yes",4,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Applied,2,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 0:10,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Applied,2,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 9:59,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,No,1,Evolutionary biology (primarily organismal),5,Applied,2,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:52,"Not sure, but probably yes",4,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,Yes,4,Biology other than EEB,6,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/10/16 12:48,"It depends, but probably yes",5,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 18:06,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 9:28,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 10:11,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 13:42,"It depends, but probably yes",5,The corresponding author is usually the senior author,4,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 14:45,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/13/16 20:46,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 15:22,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 12:30,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 9:19,"It depends, but probably no",2,The corresponding author is usually the senior author,4,The corresponding author should be the senior author,4,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:50,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 21:54,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,No,1,Ecology (primarily field-based),1,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 9:48,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably not pay attention to it",2,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/20/16 21:59,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:35,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 17:44,"Not sure, but probably yes",4,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person with the most stable contact info and/or internet access,2,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 9:16,"It depends, but probably yes",5,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily molecular),4,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 17:59,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:28,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/11/16 20:48,Yes,6,The corresponding author is usually the senior author,4,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 12:16,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 12:00,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Rarely,2,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 9:59,Yes,6,The corresponding author is usually the senior author,4,The corresponding author should be the senior author,4,"I have never seen this, but would probably pay attention to it",3,Biology other than EEB,6,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:52,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily computational-based),3,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 1:21,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:24,"It depends, but probably yes",5,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:35,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 15:39,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 18:03,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily field-based),1,Applied,2,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 15:50,"Not sure, but probably yes",4,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily computational-based),3,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/11/16 17:59,Yes,6,The corresponding author is usually the person who uploaded the files (usually the first author),3,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily computational-based),3,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 8:26,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,Yes,4,Ecology (primarily computational-based),3,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 18:44,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,Yes,4,Ecology (primarily computational-based),3,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 12:13,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 0:19,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/9/16 8:52,"Not sure, but probably yes",4,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably not pay attention to it",2,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:44,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 22:22,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:33,"It depends, but probably yes",5,The corresponding author is the person with the most stable contact info and/or internet access,2,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 7:01,"Not sure, but probably no",3,The corresponding author is usually the senior author,4,The corresponding author should be the senior author,4,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/8/16 14:24,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,No,1,Ecology (primarily field-based),1,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/10/16 10:45,Yes,6,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 11:36,"It depends, but probably yes",5,The corresponding author is usually the senior author,4,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,Yes,4,"Ecology (primarily wet-lab based, including molecular ecology)",2,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:09,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily molecular),4,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 8:45,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily molecular),4,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 17:52,Yes,6,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably not pay attention to it",2,Evolutionary biology (primarily organismal),5,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 13:40,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily organismal),5,Basic,1,Sometimes,3,0 (current students should choose this),1,North America,5,A Biology department,2
4/7/16 17:05,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,,.,Ecology (primarily field-based),1,Applied,2,.,.,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:23,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,,.,Ecology (primarily field-based),1,Basic,1,.,.,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 11:57,"Not sure, but probably yes",4,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,,.,Evolutionary biology (primarily organismal),5,Basic,1,.,.,0 (current students should choose this),1,North America,5,A Biology department,2
4/6/16 10:52,"It depends, but probably yes",5,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,No,1,Evolutionary biology (primarily organismal),5,Basic,1,Never,1,16-20,5,North America,5,A Biology department,2
4/13/16 23:28,"Not sure, but probably yes",4,The corresponding author is usually the senior author,4,The corresponding author should be the senior author,4,Yes,4,Ecology (primarily field-based),1,Applied,2,Often,4,16-20,5,North America,5,A Biology department,2
4/11/16 23:23,"It depends, but probably no",2,"The corresponding author uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"The corresponding author should be the person who uploaded the files, managed the revisions and wrote the response to reviewers, and took responsibility for the paper after publication",5,"I have never seen this, but would probably pay attention to it",3,Ecology (primarily field-based),1,Basic,1,Often,4,16-20,5,North America,5,A Biology department,2
4/7/16 9:38,"It depends, but probably no",2,The corresponding author is usually the senior author,4,The corresponding author should be the senior author,4,Yes,4,Ecology (primarily field-based),1,Basic,1,Often,4,16-20,5,North America,5,A Biology department,2
4/8/16 16:53,"It depends, but probably yes",5,The corresponding author is usually the senior author,4,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably pay attention to it",3,Evolutionary biology (primarily molecular),4,Basic,1,Often,4,16-20,5,North America,5,A Biology department,2
4/6/16 20:24,.,.,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be the person that has taken responsibility for fielding questions about the paper post-publication,1,"I have never seen this, but would probably not pay attention to it",2,Evolutionary biology (primarily organismal),5,Basic,1,Often,4,16-20,5,North America,5,A Biology department,2
4/6/16 13:41,"It depends, but probably yes",5,The corresponding author is the person that has taken responsibility for fielding questions about the paper post-publication,1,The corresponding author should be whichever person uploaded the files (usually the first author),3,"I have never seen this, but would probably not pay attention to it",2,Evolutionary biology (primarily organismal),5,Basic,1,Often,4,16-20,5,North America,5,A Biology department,2
